206,-2757,258855
2057719215,2314,-2698,258680
2057719916,2058,-2801,258725
2057720617,2382,-2744,258792
2057721319,2144,-2628,258669
2057722021,2208,-3048,258747
2057722722,2352,-2706,258735
2057723425,2373,-2697,258573
2057724128,2227,-2625,258541
2057724830,1978,-2826,258888
2057725532,2182,-2717,259061
2057726235,2265,-2893,258774
2057726937,2345,-2886,258713
2057727638,1894,-2614,258712
2057728340,2073,-2769,258314
2057729042,2089,-2626,258562
2057729743,2250,-2767,258809
2057730446,2008,-2753,258597
2057731149,2394,-2820,258517
2057731851,2374,-2721,258500
2057732553,2443,-2843,258852
2057733256,2289,-2813,258382
2057733957,2307,-2640,258737
2057734658,2196,-2749,258887
2057735360,2095,-2775,258891
2057736062,2179,-2848,258571
2057736763,2212,-2654,258649
2057737466,2370,-2774,258821
2057738169,2217,-2792,258647
2057738871,2272,-2821,258865
2057739573,2302,-2815,258540
2057740276,2253,-2720,258553
2057740977,2449,-2639,258733
2057741679,2217,-2664,258674
2057742382,2283,-2882,258825
2057743085,2299,-2772,258721
2057743786,2152,-2738,258990
2057744488,2210,-2757,258527
2057745190,2398,-2844,258904
2057745891,2232,-2862,258534
2057746592,2326,-2805,258745
2057747295,2307,-2824,258505
2057747997,2243,-2753,258949
2057748699,2370,-2722,258749
2057749402,2357,-2811,258896
2057750104,2089,-2896,258813
2057750805,2261,-2981,258629
2057751506,2388,-2711,258955
2057752208,2147,-2771,258964
2057752909,2248,-2740,258800
2057753610,2331,-2716,258787
2057754313,2128,-2661,258636
2057755016,2269,-2723,258392
2057755718,2307,-2947,258774
2057756421,2184,-2907,258891
2057757124,2279,-2522,258825
2057757825,2079,-2718,258539
2057878775,2184,-2639,258364
2057879478,2405,-2961,258946
2057880181,2291,-2857,258610
2057880882,2206,-2760,258541
2057881583,2445,-2787,258306
2057882285,2258,-2703,258737
2057882987,2238,-2847,258610
2057883688,2281,-2710,258648
2057884390,2296,-2708,258618
2057885092,2352,-2810,258614
2057885794,2260,-2820,258937
2057886497,2165,-2638,258834
2057887200,2378,-2657,258716
2057887901,2217,-2583,259034
2057888602,2203,-2882,258642
2057889305,2067,-2735,258474
2057890008,2292,-2945,258823
2057890710,2093,-2838,258730
2057891413,2378,-2826,259086
2057892115,2332,-2919,258763
2057892816,2441,-2789,258383
2057893517,2353,-2815,258869
2057894220,2134,-3088,258815
2057894922,2309,-2871,258645
2057895623,2229,-2760,258840
2057896325,2242,-2745,258759
2057897027,2179,-2825,259026
2057897728,2285,-2978,258868
2057898431,2268,-2659,258653
2057899134,2367,-2725,258812
2057899835,2111,-2869,258713
2057900536,2295,-2747,258746
2057901238,2300,-2541,258878
2057901940,2103,-2842,258698
2057902642,2329,-2760,258829
2057903345,2301,-2808,258524
2057904048,2338,-2827,258765
2057904749,2049,-2899,258586
2057905451,2212,-2787,258887
2057906154,2437,-2818,258530
2057906856,2037,-2913,258827
2057907558,2114,-2874,258637
2057908261,2305,-2821,258423
2057908962,2224,-2717,258743
2057909663,2465,-2812,258744
2057910366,2162,-3142,258561
2057911069,2325,-2894,258612
2057911771,2183,-2722,258722
2057912473,2437,-2599,258680
2057913175,2221,-2878,258630
2057913876,2212,-2869,258506
2057914577,1956,-2745,258724
2057915280,2196,-2888,258735
2057915981,2341,-2823,258684
2057916682,2321,-2732,258696
2057917384,2284,-2659,258441
2057918086,2211,-2675,259143
2057918787,2290,-2844,258976
2057919490,2302,-2733,258656
2057920193,2067,-2859,258822
2057920894,1999,-2781,258312
2057921595,2205,-2769,258670
2057922297,2231,-2866,258673
2057922999,2098,-2780,258736
2057923701,2181,-2690,258591
2057924404,2314,-2790,258778
2057925107,2338,-2815,259253
2057925808,2143,-2618,258795
2057926509,2392,-2721,258713
2057927212,2265,-2735,258832
2057927914,2123,-2608,258885
2057928616,2081,-2861,258593
2057929318,2100,-2688,258804
2057930020,2453,-2967,258593
2057930721,2208,-2649,258712
2057931424,2278,-2643,258883
2057932127,2227,-2760,258693
2057932829,2232,-2668,258738
2057933530,2220,-2607,258539
2057934232,2197,-2807,258656
2057934933,2158,-2721,258460
2057935635,2162,-2895,259123
2057936338,2178,-2634,258571
2057937041,2265,-2733,258813
2057937742,2255,-3006,258861
2057938444,2182,-2805,258825
2057939146,2499,-2718,258598
2057939848,2097,-2719,258751
2057940550,2252,-2766,258899
2057941253,2141,-2674,258744
2057941954,2169,-2820,258646
2057942655,2204,-2798,258440
2057943358,2341,-2686,259018
2057944061,2458,-2760,258688
2057944763,2334,-2727,258958
2057945466,2161,-3003,258749
2057946168,2276,-2614,258558
2057946869,2379,-2619,258585
2057947570,2302,-2769,258508
2057948273,2289,-2718,258618
2057948975,2340,-2835,258780
2057949676,2165,-2748,258834
2057950378,2250,-2792,258837
2057951080,2312,-2564,258739
2057951782,2288,-2668,259039
2057952485,2216,-2672,258466
2057953188,2347,-2826,258436
2057953889,2336,-2714,258635
2057954590,2222,-2924,258597
2057955293,2107,-2750,258651
2057955995,2043,-2895,258573
2057956697,2399,-2845,258740
2057957399,2238,-2667,258885
2057958101,2142,-2734,258796
2057958802,2346,-2654,258573
2057959505,2234,-2740,258579
2057960208,2378,-2659,258656
2057960909,2274,-2783,258740
2057961610,2419,-2717,259085
2057962312,2483,-2723,258880
2057963014,2354,-2577,258651
2057963716,2197,-2792,258882
2057964419,2327,-2819,258740
2057965122,2327,-2781,258539
2057965823,2301,-2691,258698
2057966524,2327,-2710,258723
2057967226,2502,-2693,258794
2057967928,2266,-2654,258980
2057968630,2172,-2634,258562
2057969333,2125,-2709,258813
2057970035,2341,-2778,258729
2057970736,2139,-2868,258849
2057971439,2248,-2865,258791
2057972142,2169,-3067,258711
2057972844,2289,-2898,258837
2057973545,2368,-2699,258723
2057974247,2347,-2742,258674
2057974948,2126,-2577,258929
2057975650,2243,-2769,258485
2057976353,2321,-2743,258571
2057977056,2124,-2928,258557
2057977757,2139,-2775,258490
2057978459,2314,-2685,258671
2057979161,2358,-2897,258751
2057979863,2153,-2873,258802
2057980565,2154,-2790,258544
2057981268,1990,-2903,258912
2057981969,2173,-2672,258786
2057982670,2195,-2727,258856
2057983373,2045,-2819,258550
2057984076,2253,-2738,258630
2057984778,2313,-2773,258523
2057985481,2043,-2717,258864
2057986183,2308,-2855,258593
2057986884,2264,-2902,258665
2057987585,2233,-2894,258508
2057988288,2338,-2829,258587
2057988990,2359,-2849,258640
2057989691,2011,-2695,258521
2057990394,2184,-2776,258405
2057991097,2218,-2881,258841
2057991798,2137,-2869,258663
2057992500,2339,-2694,258914
2057993202,2136,-2923,258787
2057993903,2145,-2996,258801
2057994604,2208,-2776,258932
2057995307,2156,-2892,258789
2057996010,2154,-2722,258841
2057996711,2171,-2631,258568
2057997413,2132,-2726,258693
2057998115,2464,-2837,258759
2057998816,2140,-2704,258846
2057999518,2184,-2678,259029
2058000221,2439,-2680,258620
2058000922,2185,-2839,258755
2058001623,2300,-2880,259065
2058002326,2472,-2671,258541
2058003029,2270,-2629,258687
2058003731,2398,-2693,258459
2058004434,2409,-2630,258759
2058005136,2341,-2683,258843
2058005837,2350,-2747,258801
2058006538,2388,-2676,258588
2058007241,2316,-2716,258592
2058007943,2265,-2778,258909
2058008644,2368,-2733,258597
2058009346,2368,-2875,258705
2058010048,2173,-2967,258709
2058010749,2186,-3040,258709
2058011452,2244,-2759,258818
2058012155,2314,-2762,258728
2058012856,2185,-2913,258548
2058013557,2189,-2763,258829
2058014259,2156,-2780,258519
2058014960,2275,-2700,258711
2058015661,2312,-2766,258998
2058016364,2392,-2709,258813
2058017067,2193,-2734,258783
2058017768,2349,-2876,258899
2058018470,2266,-2747,258571
2058019172,2409,-2868,258402
2058019873,2364,-2691,258606
2058020575,2164,-2555,258642
2058021278,2300,-2898,258769
2058021979,2135,-2702,258787
2058022680,2171,-2779,258754
2058023383,2331,-2870,258676
2058024086,2228,-2668,258557
2058024787,2223,-2825,258841
2058025489,2138,-2686,258664
2058026191,2167,-2645,258675
2058026892,2439,-2895,258678
2058027594,2093,-2629,258757
2058028297,2256,-2779,258777
2058028998,2316,-2843,258584
2058029699,2382,-2807,258696
2058030401,2295,-2810,258724
2058031103,2235,-2696,258939
2058031805,2323,-2810,258727
2058032507,2355,-2806,258476
2058033210,2307,-2928,258600
2058033911,2489,-2947,258537
2058034612,2426,-2828,258372
2058035315,2341,-2770,258490
2058036018,2238,-2923,258812
2058036720,2237,-2934,258617
2058037422,2153,-2910,258585
2058038124,2373,-2767,258689
2058038825,2217,-2873,258770
2058039526,2120,-2797,258963
2058040229,2340,-2763,258880
2058040930,2265,-2826,258563
2058041631,2194,-2790,258603
2058042333,2111,-2833,258616
2058043035,2319,-2820,258449
2058043737,2273,-2824,258701
2058044440,2156,-2785,258878
2058045143,2336,-2644,258642
2058045844,2383,-2839,258513
2058046545,2379,-2652,258972
2058047247,2298,-2720,258288
2058047949,2241,-2824,258271
2058048651,2307,-2679,258504
2058049354,2333,-2622,258576
2058050056,2104,-2683,258734
2058050757,2364,-2836,258782
2058051460,2311,-2662,258789
2058052163,2195,-2735,258602
2058052865,2275,-2727,259188
2058053566,1956,-2752,259144
2058054268,2460,-2778,258717
2058054969,2356,-2668,258995
2058055670,2004,-2733,258489
2058056373,2217,-2925,258550
2058057076,2490,-2949,258796
2058057777,2058,-2577,258595
2058058479,2203,-2782,258688
2058059181,2270,-2776,258482
2058059883,2270,-2942,258593
2058060585,2174,-2977,258689
2058061288,2401,-2665,258878
2058061989,2204,-2787,258679
2058062690,2043,-2913,258554
2058063393,2241,-2862,258767
2058064096,2161,-2652,258564
2058064797,2104,-2884,258797
2058065499,2310,-2661,258669
2058066201,2304,-2979,258536
2058066903,2368,-2744,258359
2058067605,2370,-2830,258746
2058068308,2360,-2752,258736
2058069010,2178,-2627,258939
2058069711,2494,-2943,258868
2058070414,2260,-2870,258819
2058071117,2208,-2698,258645
2058071819,2502,-2544,258952
2058072521,2073,-2858,258541
2058073224,2268,-2876,258669
2058073925,2204,-2966,258591
2058074626,2149,-2744,258787
2058075329,2362,-2702,258533
2058076032,2325,-2825,258641
2058076734,2355,-2555,258605
2058077437,2379,-2837,258571
2058078139,2279,-2767,258817
2058078840,2220,-2845,258493
2058079541,2147,-2748,258589
2058080244,2337,-2742,258958
2058080946,2024,-2974,258852
2058081647,2313,-2796,258343
2058082349,2001,-2937,258764
2058083051,2291,-2751,258459
2058083753,2273,-2806,258675
2058084456,2199,-2541,258972
2058085159,2173,-2858,258795
2058085860,2143,-2887,258738
2058086561,2147,-2918,258909
2058087264,2349,-2819,258967
2058087966,2229,-2740,258598
2058088668,2367,-2732,258468
2058089370,2238,-2612,258670
2058090072,2053,-2796,258573
2058090773,2241,-2853,258731
2058091476,2239,-2751,258764
2058092179,2228,-2917,258836
2058092881,2199,-2931,258554
2058093583,2215,-2820,258687
2058094285,2427,-2896,258748
2058094986,2284,-2911,258482
2058095687,2129,-2741,258620
2058096389,2215,-2668,258698
2058097092,2260,-2801,258886
2058097794,2241,-2623,258891
2058098497,2257,-2853,258783
2058099200,2471,-2729,258743
2058099901,2343,-2874,258744
2058100602,2243,-2853,258640
2058101305,2350,-2618,258709
2058102008,2225,-2745,258506
2058102710,2025,-2929,258987
2058103412,2227,-2833,258397
2058104114,2259,-2655,258621
2058104815,2084,-3004,258557
2058105517,2342,-2751,258853
2058106220,2205,-2717,258707
2058106921,2171,-2889,258333
2058107622,2360,-2963,259017
2058108324,2000,-2701,258566
2058109027,2283,-2816,258786
2058109729,2279,-2788,258609
2058110432,2195,-2641,258654
2058111135,2147,-2730,258702
2058111836,2116,-2902,258656
2058112537,2428,-2855,258647
2058113240,2366,-2664,258830
2058113942,2092,-2655,258921
2058114644,2196,-2770,258870
2058115346,2330,-2758,258810
2058116048,2252,-2872,258792
2058116749,2317,-2619,258568
2058117452,2170,-2616,258765
2058118155,2138,-2421,258694
2058118857,2252,-2858,258547
2058119558,2120,-2705,258687
2058120260,2208,-2625,258743
2058120961,2284,-2731,258762
2058121663,2391,-2960,258925
2058122366,2308,-2900,258867
2058123069,2172,-2839,258525
2058123770,2328,-2906,258804
2058124472,1999,-2509,258715
2058125174,2271,-2569,258672
2058125876,2152,-2788,258536
2058126578,2252,-2779,258819
2058127281,2343,-2655,258611
2058127982,2333,-2718,258642
2058128683,2346,-2864,258741
2058129385,2345,-2775,258578
2058130087,2106,-2683,258921
2058130789,2430,-2714,258988
2058131492,2227,-2766,258782
2058132195,2301,-2803,258555
2058132896,2442,-2748,258442
2058133597,2449,-2725,258757
2058134299,2335,-2636,258706
2058135002,2190,-2819,258446
2058135704,2448,-2802,258714
2058136407,2307,-2765,258544
2058137110,2321,-2841,258445
2058137811,2087,-2586,258455
2058138512,2199,-2644,258784
2058139215,2235,-2913,258655
2058139917,2251,-2822,258788
2058140619,2290,-2751,258735
2058141321,2424,-2773,258917
2058142023,2112,-2609,258464
2058142724,2358,-2659,258653
2058143427,1958,-2999,258706
2058144130,2257,-2962,258648
2058144831,2244,-2860,258749
2058145532,2413,-2475,258696
2058146234,2284,-2735,258408
2058146935,2313,-2936,258646
2058147636,2183,-2778,258458
2058148339,2304,-2763,258650
2058149042,2157,-2426,258716
2058149743,2233,-2778,258639
2058150445,2445,-2626,258806
2058151147,2110,-2787,258501
2058151848,1941,-2931,258764
2058152550,2307,-2914,258543
2058153253,2283,-2822,258521
2058153954,2138,-2587,258404
2058154655,2148,-2793,258719
2058155358,2149,-2837,258516
2058156061,2241,-2838,258699
2058156763,2328,-2563,258632
2058157466,2429,-2747,258835
2058158168,2311,-2546,258912
2058158869,2103,-2720,258657
2058159570,2257,-2892,258984
2058160273,2396,-2911,258612
2058160975,2422,-2978,258404
2058161677,2081,-2735,258903
2058162379,2261,-2942,258359
2058163081,2487,-2776,258739
2058163782,2254,-2820,258643
2058164485,2171,-2556,258429
2058165188,2358,-2859,258468
2058165890,2184,-2744,258690
2058166592,2312,-2810,258698
2058167295,2114,-2761,258826
2058167996,2081,-2792,258589
2058168697,2401,-2999,258550
2058169400,2274,-2918,258696
2058170103,2205,-2764,258473
2058170805,2209,-2877,258608
2058171507,2193,-2734,258986
2058172210,2265,-2736,258603
2058172911,2505,-2835,258665
2058173612,2103,-2790,258616
2058174314,2458,-2758,258773
2058175017,2165,-2688,258867
2058175719,2176,-2724,258834
2058176422,2241,-2826,258742
2058177125,2317,-2857,258786
2058177826,2320,-2787,258600
2058178527,2247,-2764,258887
2058179229,2337,-2675,258699
2058179931,2360,-2802,258806
2058180633,2287,-2931,258662
2058181336,2187,-2944,258698
2058182039,2285,-2978,258534
2058182740,2351,-2725,258752
2058183442,2216,-2775,258543
2058184144,2070,-2754,258757
2058184845,2250,-2715,258570
2058185547,2248,-2690,258455
2058186250,2298,-2891,258623
2058186951,2327,-2758,258674
2058187652,2170,-2789,258557
2058188354,2265,-2591,258645
2058189056,2315,-2682,258714
2058189757,2414,-2850,258820
2058190460,2293,-2715,258764
2058191163,2232,-2901,258814
2058191864,2287,-2902,258698
2058192565,2234,-2832,258956
2058193267,2319,-2672,258847
2058193968,2237,-2788,258654
2058194669,2387,-2673,259002
2058195372,2272,-2914,258836
2058196075,2317,-2739,258729
2058196776,2217,-2758,258913
2058197478,2360,-2757,258885
2058198180,2300,-2699,258883
2058198881,2409,-2882,258759
2058199582,2427,-2777,258457
2058200285,2309,-2950,258895
2058200987,2133,-2751,258584
2058201688,2320,-2797,258657
2058202390,2199,-2763,258307
2058203092,2258,-2784,258646
2058203793,2267,-2941,258782
2058204496,2228,-2666,258768
2058205199,2185,-2714,258951
2058205900,2242,-2686,258630
2058206601,2354,-2712,258656
2058207303,2256,-2684,258615
2058208005,2304,-2713,258815
2058208706,2393,-2841,258725
2058209409,2244,-2708,258597
2058210112,2268,-2774,258864
2058210814,2217,-2916,258705
2058211515,2535,-2786,258526
2058212217,2148,-2697,258614
2058212918,2069,-2834,258826
2058213619,2507,-2719,258472
2058214322,2129,-2753,258889
2058215025,2238,-2658,258878
2058215726,2454,-2641,258523
2058216428,2090,-2924,258954
2058217130,2211,-2671,258721
2058217831,2275,-2530,258777
2058218532,1953,-2928,258636
2058219235,2302,-2702,258915
2058219937,2415,-2780,258810
2058220638,2165,-2974,258964
2058221340,2089,-2761,258467
2058222042,2244,-2640,258828
2058222743,2103,-2750,258722
2058223446,2296,-2905,258474
2058224149,2245,-2695,258391
2058224851,2286,-2673,258571
2058225552,2151,-2756,258758
2058226254,2300,-2946,258819
2058226955,2296,-2546,258458
2058227656,2065,-2629,258694
2058228359,2300,-2476,259002
2058229062,2112,-2783,258806
2058229764,2299,-2681,258644
2058230466,2277,-2815,258455
2058231168,2221,-2846,258760
2058231869,2062,-2820,258802
2058232570,2169,-2585,258750
2058233273,2280,-2658,258766
2058233975,2136,-2793,259143
2058234677,2260,-2802,258859
2058235379,2377,-2899,258806
2058236081,2371,-2839,258606
2058236782,2251,-2657,258853
2058237485,2346,-2720,258861
2058238188,2343,-2729,258542
2058238890,2023,-2893,258598
2058239592,2179,-2938,258891
2058240294,2147,-2846,258840
2058240995,2130,-2813,258919
2058241696,2318,-2796,258615
2058242399,2355,-2643,258808
2058243102,2312,-2752,258731
2058243804,2211,-2691,258696
2058244505,2353,-2789,258877
2058245207,2217,-2773,258748
2058245908,2156,-2792,258451
2058246609,2309,-2648,258800
2058247312,2174,-2801,259105
2058248015,2037,-2721,258606
2058248717,2220,-2693,259018
2058249419,2481,-2861,258640
2058250121,2254,-2621,258478
2058250822,2303,-2872,258357
2058251523,2329,-2625,258451
2058252226,2484,-2717,258900
2058252928,2025,-2790,258469
2058253630,2215,-2726,258976
2058254332,2439,-2717,258621
2058255034,2266,-2793,258694
2058255735,2461,-2911,258717
2058256438,2253,-2962,259036
2058257141,2309,-2754,258633
2058257843,2270,-2851,258602
2058258545,2318,-2825,259055
2058259247,2277,-2865,258709
2058259948,2273,-2811,258537
2058260649,1992,-2923,258588
2058261352,2323,-2785,258654
2058262055,2286,-2766,258582
2058262757,2220,-2871,259007
2058263460,2250,-2748,258942
2058264163,2437,-2742,258546
2058264864,2181,-2866,258820
2058265565,2493,-2746,258795
2058266267,2352,-2758,258569
2058266969,2205,-2655,258672
2058267671,2233,-2868,258692
2058268374,2380,-2630,258415
2058269077,2219,-2719,258947
2058269778,2232,-2630,258529
2058270480,2253,-2479,258713
2058271183,2122,-2949,258458
2058271885,2156,-2877,258700
2058272587,2201,-2721,258798
2058273290,2148,-2805,258420
2058273991,2359,-2658,258809
